,Rating,Location,Rating_Submit_Dt
2494,5,USA,5 years ago
2495,5,USA,5 years ago
2496,5,USA,5 years ago
2497,2,USA,5 years ago
2498,5,USA,5 years ago
2499,4,USA,5 years ago
2500,5,USA,5 years ago
2501,4,USA,5 years ago
2502,5,USA,5 years ago
2503,3,Dominican Republic,5 years ago
2504,2,USA,5 years ago
2505,5,USA,5 years ago
2506,4,USA,5 years ago
2507,5,USA,5 years ago
2508,5,USA,5 years ago
2509,5,USA,5 years ago
2510,5,USA,5 years ago
2511,4,USA,5 years ago
2512,4,USA,5 years ago
2513,5,USA,5 years ago
2514,5,USA,5 years ago
2515,4,USA,5 years ago
2516,5,USA,5 years ago
2517,5,Dominican Republic,5 years ago
2518,5,USA,5 years ago
2519,5,USA,5 years ago
2520,5,USA,5 years ago
2521,4,USA,5 years ago
2522,4,USA,5 years ago
2523,5,USA,5 years ago
2524,5,USA,5 years ago
2525,4,USA,5 years ago
2526,5,USA,5 years ago
2527,5,Dominican Republic,5 years ago
2528,5,USA,5 years ago
2529,5,USA,5 years ago
2530,4,USA,5 years ago
2531,4,USA,5 years ago
2532,5,Lebanon,5 years ago
2533,3,Dominican Republic,5 years ago
2534,5,USA,5 years ago
2535,5,USA,5 years ago
2536,4,USA,5 years ago
2537,5,Dominican Republic,5 years ago
2538,3,USA,5 years ago
2539,3,USA,5 years ago
2540,5,USA,5 years ago
2541,3,USA,5 years ago
2542,5,Panama,5 years ago
2543,4,USA,5 years ago
2544,5,Canada,5 years ago
2545,5,USA,5 years ago
2546,4,USA,5 years ago
2547,5,USA,5 years ago
2548,5,USA,5 years ago
2549,4,USA,5 years ago
2550,5,USA,5 years ago
2551,1,USA,5 years ago
2552,5,USA,5 years ago
2553,5,Canada,5 years ago
2554,5,USA,5 years ago
2555,4,USA,5 years ago
2556,4,USA,5 years ago
2557,4,USA,5 years ago
2558,3,USA,5 years ago
2559,5,USA,5 years ago
2560,5,USA,5 years ago
2561,5,USA,5 years ago
2562,5,USA,5 years ago
2563,5,USA,5 years ago
2564,2,USA,5 years ago
2565,4,USA,5 years ago
2566,5,USA,5 years ago
2567,4,USA,5 years ago
2568,5,USA,5 years ago
2569,5,USA,5 years ago
2570,3,USA,5 years ago
2571,5,USA,5 years ago
2572,5,USA,5 years ago
2573,5,Mexico,5 years ago
2574,5,USA,5 years ago
2575,4,Brazil,5 years ago
2576,5,USA,5 years ago
2577,5,USA,5 years ago
2578,5,India,5 years ago
2579,5,USA,5 years ago
2580,5,Canada,5 years ago
2581,4,USA,5 years ago
2582,4,USA,5 years ago
2583,4,Venezuela,5 years ago
2584,5,USA,5 years ago
2585,5,USA,5 years ago
2586,5,USA,5 years ago
2587,4,USA,5 years ago
2588,5,USA,5 years ago
2589,3,USA,5 years ago
2590,3,USA,5 years ago
2591,5,Canada,5 years ago
2592,5,USA,5 years ago
2593,5,USA,5 years ago
2594,5,USA,5 years ago
2595,4,USA,5 years ago
2596,5,USA,5 years ago
2597,5,Dominican Republic,5 years ago
2598,5,USA,5 years ago
2599,5,USA,5 years ago
2600,3,USA,5 years ago
2601,5,Canada,5 years ago
2602,5,USA,5 years ago
2603,5,USA,5 years ago
2604,5,USA,5 years ago
2605,4,USA,5 years ago
2606,5,USA,5 years ago
2607,5,Dominican Republic,5 years ago
2608,5,USA,5 years ago
2609,5,USA,5 years ago
2610,4,USA,5 years ago
2611,5,USA,5 years ago
2612,5,USA,5 years ago
2613,5,USA,5 years ago
2614,5,USA,5 years ago
2615,5,Canada,5 years ago
2616,5,USA,5 years ago
2617,5,USA,5 years ago
2618,5,USA,5 years ago
2619,5,USA,5 years ago
2620,5,USA,5 years ago
2621,5,USA,5 years ago
2622,5,USA,5 years ago
2623,5,Dominican Republic,5 years ago
2624,5,Georgia,5 years ago
2625,5,USA,5 years ago
2626,5,USA,5 years ago
2627,4,USA,5 years ago
2628,4,USA,5 years ago
2629,5,USA,5 years ago
2630,5,USA,5 years ago
2631,5,USA,5 years ago
2632,5,USA,5 years ago
2633,5,Dominican Republic,5 years ago
2634,5,Georgia,5 years ago
2635,5,USA,5 years ago
2636,5,USA,5 years ago
2637,4,USA,5 years ago
2638,4,USA,5 years ago
2639,5,USA,5 years ago
2640,5,USA,5 years ago
2641,5,USA,5 years ago
2642,5,USA,5 years ago
2643,5,USA,5 years ago
2644,5,USA,5 years ago
2645,5,USA,5 years ago
2646,5,USA,5 years ago
2647,4,USA,5 years ago
2648,5,USA,5 years ago
2649,4,USA,5 years ago
2650,1,USA,5 years ago
2651,4,USA,5 years ago
2652,2,USA,5 years ago
2653,5,USA,5 years ago
2654,5,USA,5 years ago
2655,5,USA,5 years ago
2656,5,USA,5 years ago
2657,5,USA,5 years ago
2658,4,USA,5 years ago
2659,5,USA,5 years ago
2660,1,USA,5 years ago
2661,4,USA,5 years ago
2662,2,USA,5 years ago
2663,5,USA,5 years ago
2664,5,USA,5 years ago
2665,5,USA,5 years ago
2666,5,USA,5 years ago
2667,5,USA,5 years ago
2668,4,USA,5 years ago
2669,5,USA,5 years ago
2670,5,USA,5 years ago
2671,5,USA,5 years ago
2672,5,USA,5 years ago
2673,5,USA,5 years ago
2674,5,USA,5 years ago
2675,4,USA,5 years ago
2676,5,USA,5 years ago
2677,5,Venezuela,5 years ago
2678,5,USA,5 years ago
2679,5,USA,5 years ago
2680,5,USA,5 years ago
2681,2,USA,5 years ago
2682,5,USA,5 years ago
2683,4,USA,5 years ago
2684,5,USA,5 years ago
2685,5,USA,5 years ago
2686,5,USA,5 years ago
2687,5,USA,5 years ago
2688,5,USA,5 years ago
2689,5,USA,5 years ago
2690,4,USA,5 years ago
2691,4,USA,5 years ago
2692,5,USA,5 years ago
2693,2,USA,5 years ago
2694,3,USA,5 years ago
2695,5,USA,5 years ago
2696,5,USA,5 years ago
2697,5,USA,5 years ago
2698,5,USA,5 years ago
2699,5,USA,5 years ago
2700,5,USA,5 years ago
2701,5,USA,5 years ago
2702,2,USA,5 years ago
2703,5,USA,5 years ago
2704,5,USA,5 years ago
2705,5,USA,5 years ago
2706,5,USA,5 years ago
2707,5,USA,5 years ago
2708,5,USA,5 years ago
2709,5,USA,5 years ago
2710,5,USA,5 years ago
2711,4,USA,5 years ago
2712,2,USA,5 years ago
2713,4,USA,5 years ago
2714,2,USA,5 years ago
2715,5,USA,5 years ago
2716,2,Canada,5 years ago
2717,5,USA,5 years ago
2718,5,USA,5 years ago
2719,5,USA,5 years ago
2720,5,USA,5 years ago
2721,4,USA,5 years ago
2722,5,USA,5 years ago
2723,5,USA,5 years ago
2724,5,USA,5 years ago
2725,5,USA,5 years ago
2726,5,USA,5 years ago
2727,5,USA,5 years ago
2728,5,USA,5 years ago
2729,5,USA,5 years ago
2730,5,USA,5 years ago
2731,5,Canada,5 years ago
2732,5,Puerto Rico,5 years ago
2733,3,USA,5 years ago
2734,5,USA,5 years ago
2735,5,USA,5 years ago
2736,4,USA,5 years ago
2737,5,USA,5 years ago
2738,5,USA,5 years ago
2739,5,USA,5 years ago
2740,5,USA,5 years ago
2741,4,USA,5 years ago
2742,4,USA,5 years ago
2743,5,USA,5 years ago
2744,5,USA,5 years ago
2745,4,USA,5 years ago
2746,5,USA,5 years ago
2747,4,USA,5 years ago
2748,5,USA,5 years ago
2749,5,USA,5 years ago
2750,5,USA,5 years ago
2751,5,USA,5 years ago
2752,5,USA,5 years ago
2753,4,USA,5 years ago
2754,5,USA,5 years ago
2755,5,USA,5 years ago
2756,5,USA,5 years ago
2757,5,USA,5 years ago
2758,5,USA,5 years ago
2759,5,USA,5 years ago
2760,4,USA,5 years ago
2761,4,USA,5 years ago
2762,5,USA,5 years ago
2763,5,USA,5 years ago
2764,5,USA,5 years ago
2765,5,USA,5 years ago
2766,5,USA,5 years ago
2767,4,USA,5 years ago
2768,3,USA,5 years ago
2769,5,USA,5 years ago
2770,5,USA,5 years ago
2771,4,USA,5 years ago
2772,4,USA,5 years ago
2773,4,USA,5 years ago
2774,5,USA,5 years ago
2775,4,USA,5 years ago
2776,5,USA,5 years ago
2777,5,USA,5 years ago
2778,5,USA,5 years ago
2779,1,Canada,5 years ago
2780,5,United Kingdom,5 years ago
2781,3,USA,5 years ago
2782,5,USA,5 years ago
2783,5,USA,5 years ago
2784,5,USA,5 years ago
2785,5,USA,5 years ago
2786,5,USA,5 years ago
2787,5,USA,5 years ago
2788,5,USA,5 years ago
2789,5,USA,5 years ago
2790,5,USA,5 years ago
2791,5,Canada,5 years ago
2792,3,USA,5 years ago
2793,5,USA,5 years ago
2794,5,USA,5 years ago
2795,5,USA,5 years ago
2796,3,USA,5 years ago
2797,4,USA,5 years ago
2798,4,USA,5 years ago
2799,5,USA,5 years ago
2800,5,USA,5 years ago
2801,2,USA,5 years ago
2802,5,USA,5 years ago
2803,2,USA,5 years ago
2804,5,USA,5 years ago
2805,5,USA,5 years ago
2806,5,USA,5 years ago
2807,5,USA,5 years ago
2808,5,USA,5 years ago
2809,5,USA,5 years ago
2810,5,USA,5 years ago
2811,5,USA,5 years ago
2812,2,USA,5 years ago
2813,5,Canada,5 years ago
2814,4,Egypt,5 years ago
2815,5,USA,5 years ago
2816,5,USA,5 years ago
2817,5,USA,5 years ago
2818,4,USA,5 years ago
2819,5,USA,5 years ago
2820,4,USA,5 years ago
2821,5,USA,5 years ago
2822,5,USA,5 years ago
2823,5,USA,5 years ago
2824,4,USA,5 years ago
2825,5,USA,5 years ago
2826,4,USA,5 years ago
2827,4,USA,5 years ago
2828,5,USA,5 years ago
2829,5,USA,5 years ago
2830,5,USA,5 years ago
2831,1,USA,5 years ago
2832,5,USA,5 years ago
2833,2,USA,5 years ago
2834,3,USA,5 years ago
2835,5,USA,5 years ago
2836,5,USA,5 years ago
2837,5,USA,5 years ago
2838,5,USA,5 years ago
2839,4,USA,5 years ago
2840,5,USA,5 years ago
2841,5,USA,5 years ago
2842,5,USA,5 years ago
2843,5,USA,5 years ago
2844,5,Canada,5 years ago
2845,4,USA,5 years ago
2846,5,USA,5 years ago
2847,5,USA,5 years ago
2848,5,USA,5 years ago
2849,5,USA,5 years ago
2850,5,USA,5 years ago
2851,5,USA,5 years ago
2852,5,USA,5 years ago
2853,5,USA,5 years ago
2854,5,Canada,5 years ago
2855,4,USA,5 years ago
2856,5,USA,5 years ago
2857,5,USA,5 years ago
2858,5,USA,5 years ago
2859,5,USA,5 years ago
2860,5,USA,6 years ago
2861,5,USA,6 years ago
2862,5,USA,6 years ago
2863,5,USA,6 years ago
2864,5,USA,6 years ago
2865,5,USA,6 years ago
2866,5,USA,6 years ago
2867,5,USA,6 years ago
2868,5,USA,6 years ago
2869,5,USA,6 years ago
2870,5,USA,6 years ago
2871,5,USA,6 years ago
2872,5,USA,6 years ago
2873,5,USA,6 years ago
2874,5,USA,6 years ago
2875,5,USA,6 years ago
2876,5,USA,6 years ago
2877,5,USA,6 years ago
2878,5,USA,6 years ago
2879,5,USA,6 years ago
2880,3,USA,6 years ago
2881,4,USA,6 years ago
2882,5,USA,6 years ago
2883,5,USA,6 years ago
2884,5,USA,6 years ago
2885,2,USA,6 years ago
2886,2,USA,6 years ago
2887,2,USA,6 years ago
2888,4,USA,6 years ago
2889,5,USA,6 years ago
2890,5,USA,6 years ago
2891,5,USA,6 years ago
2892,5,USA,6 years ago
2893,4,USA,6 years ago
2894,4,USA,6 years ago
2895,4,USA,6 years ago
2896,5,USA,6 years ago
2897,5,USA,6 years ago
2898,5,USA,6 years ago
2899,4,USA,6 years ago
2900,5,USA,6 years ago
2901,5,USA,6 years ago
2902,5,USA,6 years ago
2903,4,USA,6 years ago
2904,4,USA,6 years ago
2905,4,USA,6 years ago
2906,5,USA,6 years ago
2907,5,USA,6 years ago
2908,4,USA,6 years ago
2909,5,USA,6 years ago
2910,5,USA,6 years ago
2911,3,USA,6 years ago
2912,5,USA,6 years ago
2913,5,USA,6 years ago
2914,5,USA,6 years ago
2915,5,USA,6 years ago
2916,5,USA,6 years ago
2917,4,USA,6 years ago
2918,5,USA,6 years ago
2919,5,USA,6 years ago
2920,5,USA,6 years ago
2921,5,USA,6 years ago
2922,5,USA,6 years ago
2923,5,USA,6 years ago
2924,5,USA,6 years ago
2925,5,USA,6 years ago
2926,5,USA,6 years ago
2927,4,USA,6 years ago
2928,5,USA,6 years ago
2929,4,USA,6 years ago
2930,4,USA,6 years ago
2931,5,USA,6 years ago
2932,5,USA,6 years ago
2933,5,Canada,6 years ago
2934,5,USA,6 years ago
2935,5,USA,6 years ago
2936,5,USA,6 years ago
2937,5,USA,6 years ago
2938,5,USA,6 years ago
2939,2,USA,6 years ago
2940,5,USA,6 years ago
2941,5,USA,6 years ago
2942,5,USA,6 years ago
2943,5,USA,6 years ago
2944,5,USA,6 years ago
2945,4,USA,6 years ago
2946,5,USA,6 years ago
2947,5,USA,6 years ago
2948,5,USA,6 years ago
2949,5,USA,6 years ago
2950,5,USA,6 years ago
2951,5,USA,6 years ago
2952,5,USA,6 years ago
2953,5,USA,6 years ago
2954,5,USA,6 years ago
2955,5,USA,6 years ago
2956,3,USA,6 years ago
2957,4,USA,6 years ago
2958,5,USA,6 years ago
2959,5,USA,6 years ago
2960,5,USA,6 years ago
2961,5,USA,6 years ago
2962,4,USA,6 years ago
2963,5,USA,6 years ago
2964,5,USA,6 years ago
2965,1,USA,6 years ago
2966,1,USA,6 years ago
2967,2,USA,6 years ago
2968,4,USA,6 years ago
2969,5,USA,6 years ago
2970,3,USA,6 years ago
2971,3,USA,6 years ago
2972,2,USA,6 years ago
2973,2,USA,6 years ago
2974,5,USA,6 years ago
2975,5,USA,6 years ago
2976,4,USA,6 years ago
2977,5,USA,6 years ago
2978,5,USA,6 years ago
2979,2,USA,6 years ago
2980,2,USA,6 years ago
2981,3,USA,6 years ago
2982,4,USA,6 years ago
2983,5,USA,6 years ago
2984,4,USA,6 years ago
2985,5,USA,6 years ago
2986,5,USA,6 years ago
2987,5,USA,6 years ago
2988,4,USA,6 years ago
2989,4,USA,6 years ago
2990,3,USA,6 years ago
2991,5,USA,6 years ago
2992,5,Canada,6 years ago
2993,5,USA,6 years ago
2994,2,USA,6 years ago
2995,5,USA,6 years ago
2996,5,USA,6 years ago
2997,3,USA,6 years ago
2998,3,USA,6 years ago
2999,1,USA,6 years ago
3000,5,Canada,6 years ago
3001,5,USA,6 years ago
3002,5,USA,6 years ago
3003,4,USA,6 years ago
3004,5,USA,6 years ago
3005,1,USA,6 years ago
3006,5,USA,6 years ago
3007,2,USA,6 years ago
3008,5,USA,6 years ago
3009,5,USA,6 years ago
3010,4,USA,6 years ago
3011,4,USA,7 years ago
3012,5,USA,7 years ago
3013,5,USA,7 years ago
3014,5,USA,7 years ago
3015,5,USA,7 years ago
3016,5,USA,7 years ago
3017,5,USA,7 years ago
3018,4,USA,7 years ago
3019,5,USA,7 years ago
3020,3,USA,7 years ago
3021,4,USA,7 years ago
3022,3,USA,7 years ago
3023,2,USA,7 years ago
3024,5,USA,7 years ago
3025,5,USA,7 years ago
3026,5,USA,7 years ago
3027,5,USA,7 years ago
3028,5,USA,7 years ago
3029,3,USA,7 years ago
3030,4,USA,7 years ago
3031,4,USA,7 years ago
3032,4,USA,7 years ago
3033,4,USA,7 years ago
3034,4,USA,7 years ago
3035,2,USA,7 years ago
3036,2,USA,8 years ago
3037,5,USA,8 years ago
3038,5,USA,8 years ago
3039,5,USA,8 years ago
3040,5,USA,8 years ago
3041,5,USA,8 years ago
3042,5,USA,8 years ago
3043,5,USA,8 years ago
3044,4,USA,9 years ago
3045,4,USA,9 years ago
